legacy_test_id,legacy_test_name,legacy_parameter_name,legacy_unit,legacy_type,canonical_parameterExternalId,canonical_name,canonical_defaultUnit,canonical_resultType,unit_mismatch_flag,type_mismatch_flag
12235,S.G.O.T (A.S.T),S.G.O.T (A.S.T),U/L,Decimal,p2307,S.G.O.T (A.S.T),U/L,numeric,,
10552,Cross Match & Screening,Saline Phase at 37 C,-,Text,p2308,Saline Phase at 37 C,-,text,,
12287,WIDAL TEST,"salmonella Para Typhi ""A""",Ratio,Text,p2309,"salmonella Para Typhi ""A""",Ratio,text,,
12004,Salmonella Typhi Antigen (Serum),Salmonella Para Typhi Antigen (Serum),,Text,p2310,Salmonella Para Typhi Antigen (Serum),,text,,
12287,WIDAL TEST,"salmonella Para Typhi ""B""",Ratio,Text,p2311,"salmonella Para Typhi ""B""",Ratio,text,,
12004,Salmonella Typhi Antigen (Serum),Salmonella Typhi Antigen (Serum),,Text,p2312,Salmonella Typhi Antigen (Serum),,text,,
12287,WIDAL TEST,"Salmonella Typhi ""H""",Ratio,List,p2313,"Salmonella Typhi ""H""",Ratio,coded,,
12287,WIDAL TEST,"Salmonella Typhi ""O""",Ratio,List,p2314,"Salmonella Typhi ""O""",Ratio,coded,,
12200,Bicarbonate (HCO-3),Serum Bicarbonate,mmol/L,Decimal,p2315,Serum Bicarbonate,mmol/L,numeric,,
12212,Serum Calcium,SERUM CALCIUM,mg/dl,Text,p2316,SERUM CALCIUM,mg/dl,text,,
12240,Serum Electrolyte,Serum Chloride,mmol/L,Decimal,p2317,Serum Chloride,mmol/L,numeric,,
12237,SERUM CHLORIDE,Serum Chloride,mmol/L,Decimal,p2317,Serum Chloride,mmol/L,numeric,,
12318,Lipid Profile,Serum Cholesterol,mg/dl,Decimal,p2318,Serum Cholesterol,mg/dl,numeric,,
12238,Serum Cholesterol,Serum Cholesterol,mg/dl,Decimal,p2318,Serum Cholesterol,mg/dl,numeric,,
12025,Creatinine Clearance (24 Hrs Urine & Serum),Serum Creatinine,mg/dl,Decimal,p2319,Serum Creatinine,mg/dl,numeric,,
12169,Serum Ferritin,Serum Ferritin,ng/ml,Decimal,p2320,Serum Ferritin,ng/ml,numeric,,
12190,A/G RATIO,SERUM GLOBULIN,mg/dl,Text,p2321,SERUM GLOBULIN,mg/dl,text,,
12170,Serum Insulin Level (FASTING),Serum Insulin Level (Fasting),uIU/ml,Decimal,p2322,Serum Insulin Level (Fasting),uIU/ml,numeric,,
12243,Serum Lipase,Serum Lipase,U/l,Decimal,p2323,Serum Lipase,U/l,numeric,,
12171,SERUM LITHIUM,Serum Lithium,mmol/l,Decimal,p2324,Serum Lithium,mmol/l,numeric,,
12244,Magnesium (Mg),Serum Magnesium,mg/dl,Decimal,p2325,Serum Magnesium,mg/dl,numeric,,
12265,RENAL STONE ANALYSIS,Serum Phosphorus,mg/dl,Decimal,p2326,Serum Phosphorus,mg/dl,numeric,,
12312,Phosphorous PO4,Serum Phosphorus,mg/dl,Decimal,p2326,Serum Phosphorus,mg/dl,numeric,,
12240,Serum Electrolyte,Serum Potassium,mmol/L,Text,p2327,Serum Potassium,mmol/L,text,,
12245,Potassium (K+),Serum Potassium,mmol/L,Text,p2327,Serum Potassium,mmol/L,text,,
12240,Serum Electrolyte,Serum Sodium,mmol/L,Decimal,p2328,Serum Sodium,mmol/L,numeric,,
12246,Sodium (Na+),Serum Sodium,mmol/L,Decimal,p2328,Serum Sodium,mmol/L,numeric,,
12213,Cardiac Enzymes,SGOT (AST),U/l,Decimal,p2329,SGOT (AST),U/l,numeric,,
12316,AST (SGOT),SGOT (AST),U/l,Decimal,p2329,SGOT (AST),U/l,numeric,,
12236,S.G.P.T (A.L.T),SGPT (ALT),U/L,Text,p2330,SGPT (ALT),U/L,text,,
12315,ALT(SGPT),SGPT (ALT),U/L,Text,p2330,SGPT (ALT),U/L,text,,
12289,Semen Analysis,Sluggish Motile Sperm,%,Text,p2331,Sluggish Motile Sperm,%,text,,
12284,Urine Complete Examination,Specific Gravity,,Text,p2332,Specific Gravity,,text,,
12289,Semen Analysis,Sperm Concentration,million/ml,Text,p2333,Sperm Concentration,million/ml,text,,
12031,Stool for Calprotectin,Stool for Calprotectin,ug/g,Decimal,p2334,Stool for Calprotectin,ug/g,numeric,,
12032,Stool for H. Pylori Antigen,STOOL FOR H.PYLORI ANTIGEN,,Text,p2335,STOOL FOR H.PYLORI ANTIGEN,,text,,
12036,Stool for Occult Blood,Stool for Occult Blood,,List,p2336,Stool for Occult Blood,,coded,,
12251,Iron Studies  (Iron & TIBC),T.I.B.C.,µg/dL,Decimal,p2337,T.I.B.C.,µg/dL,numeric,,
12249,T.I.B.C,T.I.B.C.,µg/dL,Decimal,p2337,T.I.B.C.,µg/dL,numeric,,
12052,Thyroid Profile (TFT),T3,nmol/l,Text,p2338,T3,nmol/l,text,,
12049,Total T3,T3,nmol/l,Text,p2338,T3,nmol/l,text,,
12052,Thyroid Profile (TFT),T4,nmol/L,Text,p2339,T4,nmol/L,text,,
12050,Total T4,T4,nmol/L,Text,p2339,T4,nmol/L,text,,
12289,Semen Analysis,Tail Defects,%,Text,p2340,Tail Defects,%,text,,
12294,TB (Screening) IgM & IgG,TB (Screening) IgG,,List,p2341,TB (Screening) IgG,,coded,,
12294,TB (Screening) IgM & IgG,TB (Screening) IgM,,List,p2342,TB (Screening) IgM,,coded,,
12051,Serum Testosterone,Testosterone,ng/dL,Decimal,p2343,Testosterone,ng/dL,numeric,,
14372,TIBC,TIBC,ug/dL,Text,p2344,TIBC,ug/dL,text,,
11962,ABSOLUTE VALUES/CELL COUNT,Total Cell Count,/cu.mm,Decimal,p2345,Total Cell Count,/cu.mm,numeric,,
65,TOTAL LIPIDS,Total Lipids,mg/dl,Decimal,p2346,Total Lipids,mg/dl,numeric,,
5647,TOTAL LIPIDS,Total Lipids,mg/dl,Decimal,p2346,Total Lipids,mg/dl,numeric,,
12172,SERUM PROTEIN ELECTROPHORESIS,Total Protein,g/dL,Decimal,p2347,Total Protein,g/dL,numeric,,
12190,A/G RATIO,Total Protein,g/dl,Decimal,p2347,Total Protein,g/dL,numeric,,
12250,Total Protein,Total Protein,g/dL,Decimal,p2347,Total Protein,g/dL,numeric,,
11977,CREATININE (24 hrs urine),Total Volume,ml,Decimal,p2348,Total Volume,ml,numeric,,
12025,Creatinine Clearance (24 Hrs Urine & Serum),Total Volume,ml,Decimal,p2348,Total Volume,ml,numeric,,
12113,COPPER (24 HRS URINE),Total Volume,ml,Decimal,p2348,Total Volume,ml,numeric,,
12115,CORTISOL (URINE 24 HRS),Total Volume,ml,Decimal,p2348,Total Volume,ml,numeric,,
12155,Microalbuminuria (24 Hrs urine),Total Volume,ml,Decimal,p2348,Total Volume,ml,numeric,,
12191,24 Hours Urine Protein,Total Volume,ml,Decimal,p2348,Total Volume,ml,numeric,,
12177,TPHA (Syphilis),TPHA (Syphilis),,Decimal,p2349,TPHA (Syphilis),,numeric,,
12318,Lipid Profile,Triglycerides,mg/dl,Decimal,p2350,Triglycerides,mg/dl,numeric,,
12247,Serum Triglycerides,Triglycerides,mg/dl,Decimal,p2350,Triglycerides,mg/dl,numeric,,
12300,Troponin-I,Troponin-I,ng/ml,Text,p2351,Troponin-I,ng/ml,text,,
12179,Troponin-T,Troponin-T,-,Text,p2352,Troponin-T,-,text,,
12052,Thyroid Profile (TFT),TSH,µIU/mL,Text,p2353,TSH,µIU/mL,text,,
12053,TSH,TSH,µIU/mL,Text,p2353,TSH,µIU/mL,text,,
12288,Typhidot,Typhidot igG,,Text,p2354,Typhidot igG,,text,,
12288,Typhidot,Typhidot igM,,Text,p2355,Typhidot igM,,text,,
12205,Blood Urea,Urea,mg/dl,Decimal,p2356,Urea,mg/dl,numeric,,
12206,Blood Urea Nitrogen (BUN),Urea,mg/dl,Decimal,p2356,Urea,mg/dl,numeric,,
12234,RFT (RENAL FUNCTION TEST),Urea,mg/dl,Decimal,p2356,Urea,mg/dl,numeric,,
12234,RFT (RENAL FUNCTION TEST),Uric Acid,mg/dl,Decimal,p2357,Uric Acid,mg/dl,numeric,,
12248,Uric Acid,Uric Acid,mg/dl,Decimal,p2357,Uric Acid,mg/dl,numeric,,
12181,URIC ACID CREATININE RATIO,Uric Acid Creatinine Ratio,RATIO,Decimal,p2358,Uric Acid Creatinine Ratio,RATIO,numeric,,
12025,Creatinine Clearance (24 Hrs Urine & Serum),Urine Creatinine,mg/dl,Decimal,p2359,Urine Creatinine,mg/dl,numeric,,
12182,Urine for Microalbuminuria (Spot),Urine for Microalbuminuria (Spot),mg/L,Decimal,p2360,Urine for Microalbuminuria (Spot),mg/L,numeric,,
12291,Urine for Pregnancy (UPT),Urine for Pregnancy,,List,p2361,Urine for Pregnancy,,coded,,
12037,Urine for Ketones,Urine Ketones,,List,p2362,Urine Ketones,,coded,,
12191,24 Hours Urine Protein,Urine Protein,mg/24 Hours,Decimal,p2363,Urine Protein,mg/24 Hours,numeric,,
12230,Urine Protein (Spot) Qualitative,Urine Protein (Spot) Qualitative,,List,p2364,Urine Protein (Spot) Qualitative,,coded,,
12284,Urine Complete Examination,Urobilirubin,umol/L,List,p2365,Urobilirubin,umol/L,coded,,
12290,V.D.R.L ICT SCREENING,V.D.R.L ( Syphilis ) ICT,,List,p2366,V.D.R.L ( Syphilis ) ICT,,coded,,
12318,Lipid Profile,V.L.D.L,mg/dl,Decimal,p2367,V.L.D.L,mg/dl,numeric,,
71,V.L.D.L,V.L.D.L,mg/dl,Decimal,p2367,V.L.D.L,mg/dl,numeric,,
11991,V.L.D.L,V.L.D.L,mg/dl,Decimal,p2367,V.L.D.L,mg/dl,numeric,,
14295,VDRL BY ELISA,(VDRL) BY ELISA,-,Decimal,p2368,(VDRL) BY ELISA,-,numeric,,
12185,VMA (24 HRS URINE),VMA (24 Hrs Urine),mg/24 Hrs,Decimal,p2369,VMA (24 Hrs Urine),mg/24 Hrs,numeric,,
12185,VMA (24 HRS URINE),Volume,ml,Decimal,p2370,Volume,ml,numeric,,
12289,Semen Analysis,Volume,ml,Decimal,p2370,Volume,ml,numeric,,
15,BLOOD C/E,White Blood Cell (WBC/TLC),*10^9/l,Decimal,p2371,White Blood Cell (WBC/TLC),*10^9/l,numeric,,
32,DLC,White Blood Cell (WBC/TLC),*10^9/l,Decimal,p2371,White Blood Cell (WBC/TLC),*10^9/l,numeric,,
42,HB. ELECTROPHORESIS,White Blood Cell (WBC/TLC),*10^9/l,Decimal,p2371,White Blood Cell (WBC/TLC),*10^9/l,numeric,,
5489,BLOOD C/E WITH ESR,White Blood Cell (WBC/TLC),*10^9/l,Decimal,p2371,White Blood Cell (WBC/TLC),*10^9/l,numeric,,
5599,DLC,White Blood Cell (WBC/TLC),*10^9/l,Decimal,p2371,White Blood Cell (WBC/TLC),*10^9/l,numeric,,
5700,BLOOD C/E,White Blood Cell (WBC/TLC),*10^9/l,Decimal,p2371,White Blood Cell (WBC/TLC),*10^9/l,numeric,,
10701,CBC with Peripheral Film,White Blood Cell (WBC/TLC),*10^9/l,Decimal,p2371,White Blood Cell (WBC/TLC),*10^9/l,numeric,,
11983,HB. ELECTROPHORESIS,White Blood Cell (WBC/TLC),*10^9/l,Decimal,p2371,White Blood Cell (WBC/TLC),*10^9/l,numeric,,
12280,Complete Blood Count- CBC,White Blood Cell (WBC/TLC),*10^9/l,Decimal,p2371,White Blood Cell (WBC/TLC),*10^9/l,numeric,,
12306,CBC For Dengue,White Blood Cell (WBC/TLC),*10^9/l,Decimal,p2371,White Blood Cell (WBC/TLC),*10^9/l,numeric,,
12343,Complete Blood Count- CBC with ESR,White Blood Cell (WBC/TLC),*10^9/l,Decimal,p2371,White Blood Cell (WBC/TLC),*10^9/l,numeric,,
12344,Complete Blood Count- CBC with Blood Group,White Blood Cell (WBC/TLC),*10^9/l,Decimal,p2371,White Blood Cell (WBC/TLC),*10^9/l,numeric,,
12346,Complete Blood Count- CBC,White Blood Cell (WBC/TLC),*10^9/l,Decimal,p2371,White Blood Cell (WBC/TLC),*10^9/l,numeric,,
12347,Complete Blood Count- CBC with Peripheral smear,White Blood Cell (WBC/TLC),*10^9/l,Decimal,p2371,White Blood Cell (WBC/TLC),*10^9/l,numeric,,
73,WBC Count (TLC),White Blood Cell (WBC/TLC),*10^9/l,Decimal,p2371,White Blood Cell (WBC/TLC),*10^9/l,numeric,,
5697,WBC Count (TLC),White Blood Cell (WBC/TLC),*10^9/l,Decimal,p2371,White Blood Cell (WBC/TLC),*10^9/l,numeric,,
11992,WBC Count (TLC),White Blood Cell (WBC/TLC),*10^9/l,Decimal,p2371,White Blood Cell (WBC/TLC),*10^9/l,numeric,,
12284,Urine Complete Examination,Yeast Cells,,Text,p2372,Yeast Cells,,text,,
